item,itemLabel,itemDescription,gender,genderLabel,dob,dobPrecision,dod,dodPrecision
Q4242571,Hans Kruus,Estonian historian and politician,Q6581097,male,1891-10-22T00:00:00Z,11,1976-06-30T00:00:00Z,11
Q337423,Hans Rebane,"Estonian politician, diplomat and journalist (1882-1961)",Q6581097,male,1882-12-24T00:00:00Z,11,1961-12-16T00:00:00Z,11
Q12363417,Harald Laksberg,Estonian teacher and politician,Q6581097,male,1887-05-06T00:00:00Z,11,1963-08-15T00:00:00Z,11
Q1586128,Harri Õunapuu,Estonian politician,Q6581097,male,1947-02-02T00:00:00Z,11,,
Q17447275,Heido Vitsur,Estonian politician,Q6581097,male,1944-03-28T00:00:00Z,11,,
Q21121859,Heiki Arike,Estonian politician,Q6581097,male,1965-05-05T00:00:00Z,11,2018-10-08T00:00:00Z,11
Q1594612,Heiki Kranich,Estonian politician,Q6581097,male,1961-10-09T00:00:00Z,11,,
Q23042793,Heinrich Ajo,Estonian politician,Q6581097,male,1906-06-17T00:00:00Z,11,1953-06-07T00:00:00Z,11
Q12363615,Heinrich Bauer,Estonian politician,Q6581097,male,1874-08-11T00:00:00Z,11,1927-10-11T00:00:00Z,11
Q12363640,Heinrich Laretei,Estonian politician,Q6581097,male,1892-01-04T00:00:00Z,11,1973-04-03T00:00:00Z,11
Q887254,Heinrich Mark,Prime Minister of Estonia (1911-2004),Q6581097,male,1911-10-01T00:00:00Z,11,2004-08-02T00:00:00Z,11
Q887254,Heinrich Mark,Prime Minister of Estonia (1911-2004),Q6581097,male,1911-10-01T00:00:00Z,11,2004-08-23T00:00:00Z,11
Q724437,Helir-Valdor Seeder,Estonian politician,Q6581097,male,1964-09-07T00:00:00Z,11,,
Q13628736,Helmen Kütt,Estonian politician,Q6581072,female,1961-07-28T00:00:00Z,11,,
Q20528712,Henrik Hololei,Estonian politician,Q6581097,male,1970-04-01T00:00:00Z,11,,
Q3440340,Hugo Bernhard Rahamägi,Estonian theologian and politician,Q6581097,male,1886-06-02T00:00:00Z,11,1941-09-01T00:00:00Z,11
Q12364101,Hugo Kukke,Estonian politician,Q6581097,male,1898-03-01T00:00:00Z,11,1942-08-03T00:00:00Z,11
Q16404252,Ilmar Mändmets,Estonian politician,Q6581097,male,1944-04-30T00:00:00Z,11,2015-12-06T00:00:00Z,11
Q12364503,Indrek Kannik,Estonian politician,Q6581097,male,1965-11-25T00:00:00Z,11,,
Q16403371,Indrek Saar,Estonian politician and actor,Q6581097,male,1973-02-20T00:00:00Z,11,,
Q1398025,Ivari Padar,Estonian politician,Q6581097,male,1965-03-12T00:00:00Z,11,,
Q1375585,Jaak Aab,Estonian politician and former Minister of Social Affairs of Estonia,Q6581097,male,1960-04-09T00:00:00Z,11,,
Q253515,Jaak Aaviksoo,Estonian politician and physicist,Q6581097,male,1954-01-11T00:00:00Z,11,,
Q1676747,Jaak Allik,Estonian politician,Q6581097,male,1946-10-08T00:00:00Z,11,,
Q1676748,Jaak Jõerüüt,Estonian writer and politician,Q6581097,male,1947-12-09T00:00:00Z,11,,
Q12364770,Jaak Leimann,Estonian politician,Q6581097,male,1941-03-01T00:00:00Z,11,,
Q12364817,Jaan Hünerson,Estonian politician,Q6581097,male,1882-02-04T00:00:00Z,11,1942-06-05T00:00:00Z,11
Q432312,Jaan Lattik,Estonian politician,Q6581097,male,1878-10-22T00:00:00Z,11,1967-06-27T00:00:00Z,11
Q16405864,Jaan Leetsar,Estonian politician,Q6581097,male,1946-04-03T00:00:00Z,11,,
Q1530269,Jaan Manitski,Estonian politician,Q6581097,male,1942-03-07T00:00:00Z,11,,
Q7872875,Jaan Piiskar,Estonian politician,Q6581097,male,1883-02-11T00:00:00Z,11,1941-12-19T00:00:00Z,11
Q1385836,Jaan Poska,Estonian politician (1866-1920),Q6581097,male,1866-01-24T00:00:00Z,11,1920-03-07T00:00:00Z,11
Q3742400,Jaan Soots,Estonian general and politician,Q6581097,male,1880-03-12T00:00:00Z,11,1942-02-06T00:00:00Z,11
Q710956,Jaan Tõnisson,Prime minister of Estonia (1868-1941),Q6581097,male,1868-12-22T00:00:00Z,11,1941-01-01T00:00:00Z,9
Q12364933,Jaan Õunapuu,Estonian politician,Q6581097,male,1958-09-13T00:00:00Z,11,,
Q1410118,Jaanus Marrandi,Estonian politician,Q6581097,male,1963-03-23T00:00:00Z,11,,
Q1375483,Jaanus Tamkivi,Estonian politician,Q6581097,male,1959-11-17T00:00:00Z,11,,
Q16404169,Janek Mäggi,Estonian politician,Q6581097,male,1973-09-05T00:00:00Z,11,,
Q12365130,Jevgeni Ossinovski,Estonian politician,Q6581097,male,1986-03-15T00:00:00Z,11,,
Q12365167,Johan Müller,Estonian lawyer,Q6581097,male,1889-10-22T00:00:00Z,11,1981-11-03T00:00:00Z,11
Q12365170,Johan Raid,Estonian politician,Q6581097,male,1885-06-22T00:00:00Z,11,1964-07-04T00:00:00Z,11
Q15705841,Johannes Friedrich Zimmermann,Estonian politician,Q6581097,male,1882-05-10T00:00:00Z,11,1942-08-24T00:00:00Z,11
Q1663442,Johannes Semper,Estonian writer,Q6581097,male,1892-03-22T00:00:00Z,11,1970-02-21T00:00:00Z,11
Q3739687,Johannes Sikkar,Estonian politician,Q6581097,male,1897-10-15T00:00:00Z,11,1960-08-22T00:00:00Z,11
Q709956,Johannes Vares,"poet, doctor, and Soviet politician from Estonia, first Soviet prime minister in Estonia (1890-1946)",Q6581097,male,1890-01-12T00:00:00Z,11,1946-11-29T00:00:00Z,11
Q12365481,Juhan Kartau,Estonian politician,Q6581097,male,1883-08-24T00:00:00Z,11,1964-01-24T00:00:00Z,11
Q887260,Juhan Kukk,Estonian politician,Q6581097,male,1885-04-13T00:00:00Z,11,1942-12-04T00:00:00Z,11
Q16404613,Juhan Narma,Estonian politician,Q6581097,male,1888-10-14T00:00:00Z,11,1942-10-19T00:00:00Z,11
Q312894,Juhan Parts,former Prime Minister of Estonia,Q6581097,male,1966-08-27T00:00:00Z,11,,
Q1712982,Julius Seljamaa,Estonian politician (1883-1936),Q6581097,male,1883-04-08T00:00:00Z,11,1936-06-17T00:00:00Z,11
Q983831,Jürgen Ligi,Estonian politician,Q6581097,male,1959-07-16T00:00:00Z,11,,
Q12365796,Jüri Adams,Estonian politician,Q6581097,male,1947-11-22T00:00:00Z,11,,
Q16404002,Jüri Annusson,Estonian politician,Q6581097,male,1884-07-11T00:00:00Z,11,1965-01-01T00:00:00Z,9
Q1433583,Jüri Luik,Estonian diplomat and politician,Q6581097,male,1966-08-17T00:00:00Z,11,,
Q6321970,Jüri Mõis,Estonian politician,Q6581097,male,1956-10-25T00:00:00Z,11,,
Q1424510,Jüri Pihl,Estonian politician (1954-2019),Q6581097,male,1954-03-17T00:00:00Z,11,2019-02-03T00:00:00Z,11
Q1717901,Jüri Raidla,Estonian lawyer and politician,Q6581097,male,1957-07-02T00:00:00Z,11,,
Q2621730,Jüri Ratas,Estonian politician,Q6581097,male,1978-07-02T00:00:00Z,11,,
Q887277,Jüri Uluots,Estonian prime minister (1890-1945),Q6581097,male,1890-01-13T00:00:00Z,11,1945-01-09T00:00:00Z,11
Q126704,Kaarel Eenpalu,Estonian politician,Q6581097,male,1888-05-28T00:00:00Z,11,1942-01-27T00:00:00Z,11
Q126704,Kaarel Eenpalu,Estonian politician,Q6581097,male,1888-05-28T00:00:00Z,11,1942-01-28T00:00:00Z,11
Q13570003,Kadri Simson,Estonian politician,Q6581072,female,1977-01-22T00:00:00Z,11,,
Q13603999,Kaia Iva,Estonian politician,Q6581072,female,1964-04-28T00:00:00Z,11,,
Q16405936,Kaido Kama,Estonian politician,Q6581097,male,1957-12-18T00:00:00Z,11,,
Q73278011,Kaimar Karu,Estonian businessman and politician,Q6581097,male,1980-06-30T00:00:00Z,11,,
Q11869065,Kaja Kallas,politician from Estonia,Q6581072,female,1977-06-18T00:00:00Z,11,,
Q12366158,Kalev Kallo,Estonian politician and committed criminal,Q6581097,male,1948-12-06T00:00:00Z,11,,
Q16404517,Kalev Kukk,Estonian politician,Q6581097,male,1951-06-03T00:00:00Z,11,,
Q978349,Kalle Laanet,Estonian politician,Q6581097,male,1965-09-25T00:00:00Z,11,,
Q12366400,Karl Friedrich Luts,Estonian oil shale chemist and politician,Q6581097,male,1883-11-15T00:00:00Z,11,1942-01-15T00:00:00Z,11
Q713980,Karl Robert Pusta,Estonian politician (1888-1964),Q6581097,male,1888-03-01T00:00:00Z,11,1964-05-04T00:00:00Z,11
Q1733006,Karl Selter,Estonian politician (1898-1958),Q6581097,male,1898-06-24T00:00:00Z,11,1958-01-31T00:00:00Z,11
Q12366476,Karl Soonpää,Estonian politician,Q6581097,male,1895-03-02T00:00:00Z,11,1944-06-15T00:00:00Z,11
Q16405510,Katri Raik,Estonian historian and politician,Q6581072,female,1967-10-26T00:00:00Z,11,,
Q535426,Katrin Saks,Estonian politician,Q6581072,female,1956-11-29T00:00:00Z,11,,
Q458003,Keit Pentus-Rosimannus,Estonian politician,Q6581072,female,1976-03-03T00:00:00Z,11,,
Q1385792,Ken-Marti Vaher,Estonian politician,Q6581097,male,1974-09-05T00:00:00Z,11,,
Q62976082,Kert Kingo,Estonian politician,Q6581072,female,1968-03-05T00:00:00Z,11,,
Q729323,Konstantin Konik,Estonian politician (1873-1936),Q6581097,male,1873-12-31T00:00:00Z,11,1936-08-03T00:00:00Z,11
Q299114,Konstantin Päts,Estonian politician,Q6581097,male,1874-02-23T00:00:00Z,11,1956-01-18T00:00:00Z,11
Q16407300,Konstantin Treffner,Estonian educator and politician,Q6581097,male,1885-10-13T00:00:00Z,11,1978-12-09T00:00:00Z,11
Q1789192,Kristen Michal,Estonian politician,Q6581097,male,1975-07-12T00:00:00Z,11,,
Q98122403,Kristian Jaani,Estonian politician,Q6581097,male,1976-12-11T00:00:00Z,11,,
Q438802,Kristiina Ojuland,Estonian politician,Q6581072,female,1966-12-17T00:00:00Z,11,,
Q293127,Lagle Parek,Estonian politician,Q6581072,female,1941-04-17T00:00:00Z,11,,
Q449939,Laine Randjärv,Estonian politician,Q6581072,female,1964-07-30T00:00:00Z,11,,
Q16406313,Laur Karu,,Q6581097,male,1942-06-23T00:00:00Z,11,1996-12-07T00:00:00Z,11
Q153149,Lennart Meri,"Estonian writer, filmmaker and politician; President of Estonia in 1992–2001",Q6581097,male,1929-03-29T00:00:00Z,11,2006-03-14T00:00:00Z,11
Q1818740,Leo Sepp,Estonian politician (1892-1941),Q6581097,male,1892-11-07T00:00:00Z,11,1941-12-13T00:00:00Z,11
Q16404758,Leopold Johanson,Estonian politician,Q6581097,male,1888-02-15T00:00:00Z,11,1941-12-05T00:00:00Z,11
Q955751,Liia Hänni,Estonian politician,Q6581072,female,1946-10-04T00:00:00Z,11,,
Q20933509,Liina Kersna,Estonian politician,Q6581072,female,1980-04-03T00:00:00Z,11,,
Q1340201,Liina Tõnisson,Estonian politician,Q6581072,female,1940-05-24T00:00:00Z,11,,
Q21009735,Liisa Oviir,Estonian politician,Q6581072,female,1977-03-01T00:00:00Z,11,,
Q16405865,Lui Olesk,Estonian politician,Q6581097,male,1876-10-12T00:00:00Z,11,1932-02-19T00:00:00Z,11
Q23727172,Madis Üürike,Estonian politician,Q6581097,male,1943-01-01T00:00:00Z,9,,
Q449851,Mailis Reps,Estonian politician,Q6581072,female,1975-01-13T00:00:00Z,11,,
Q1885929,Mait Klaassen,Estonian politician,Q6581097,male,1955-01-23T00:00:00Z,11,,
Q11049012,Mait Mihkel Mathiesen,Estonian politician,Q6581097,male,1949-12-28T00:00:00Z,11,2005-04-05T00:00:00Z,11
Q509232,Maret Maripuu,Estonian politician,Q6581072,female,1974-07-16T00:00:00Z,11,,
Q16403775,Margus Allikmaa,Estonian politician,Q6581097,male,1961-06-28T00:00:00Z,11,,
Q6760839,Margus Hanson,Estonian politician,Q6581097,male,1958-01-06T00:00:00Z,11,,
Q1783372,Margus Leivo,Estonian politician (1954-2019),Q6581097,male,1954-05-28T00:00:00Z,11,2019-08-21T00:00:00Z,11
Q11716283,Margus Tsahkna,Estonian politician,Q6581097,male,1977-04-13T00:00:00Z,11,,
Q439111,Marina Kaljurand,Estonian politician and badminton player,Q6581072,female,1962-09-06T00:00:00Z,11,,
Q16405768,Maris Lauri,Estonian politician,Q6581072,female,1966-01-01T00:00:00Z,11,,
Q468690,Marju Lauristin,Estonian politician and sociologist,Q6581072,female,1940-04-07T00:00:00Z,11,,
Q1399189,Marko Pomerants,Estonian Minister of the Interior,Q6581097,male,1964-09-24T00:00:00Z,11,,
Q1453245,Mart Helme,"Estonian journalist, historian and diplomat",Q6581097,male,1949-10-31T00:00:00Z,11,,
Q62930911,Mart Järvik,Estonian politician,Q6581097,male,1956-02-21T00:00:00Z,11,,
Q307473,Mart Laar,Estonian politician and historian,Q6581097,male,1960-04-22T00:00:00Z,11,,
Q1902900,Mart Opmann,Estonian politician,Q6581097,male,1956-03-27T00:00:00Z,11,,
Q470939,Mart Siimann,Prime Minister of Estonia from 1997 to 1999,Q6581097,male,1946-09-21T00:00:00Z,11,,
Q62933420,Marti Kuusik,Estonian politician,Q6581097,male,1970-07-04T00:00:00Z,11,,
Q12369924,Martin Helme,Estonian politician,Q6581097,male,1976-04-24T00:00:00Z,11,,
Q20933560,Martin Repinski,Estonian politician,Q6581097,male,1986-08-06T00:00:00Z,11,,
Q12369996,Mati Raidma,Estonian politician,Q6581097,male,1965-04-07T00:00:00Z,11,,
Q1916766,Meelis Atonen,Estonian politician,Q6581097,male,1966-12-05T00:00:00Z,11,,
Q16404020,Mihhail Korb,Estonian politician,Q6581097,male,1980-08-03T00:00:00Z,11,,
Q12370291,Mihkel Juhkam,politician,Q6581097,male,1884-08-03T00:00:00Z,11,1942-01-28T00:00:00Z,11
Q1932854,Mihkel Pung,Estonian politician,Q6581097,male,1876-10-19T00:00:00Z,11,1941-10-11T00:00:00Z,11
Q12370314,Mihkel Pärnoja,Estonian politician,Q6581097,male,1946-01-03T00:00:00Z,11,,
Q12370321,Mihkel Truusööt,Estonian politician,Q6581097,male,1903-11-05T00:00:00Z,11,1993-03-23T00:00:00Z,11
Q659781,Märt Rask,Estonian politician,Q6581097,male,1950-12-19T00:00:00Z,11,,
Q12371039,Nikolai Kann,Estonian politician,Q6581097,male,1873-04-26T00:00:00Z,11,1948-02-17T00:00:00Z,11
Q11001286,Nikolai Köstner,"Estonian politician, economist, diplomat and academic",Q6581097,male,1889-03-26T00:00:00Z,11,1959-02-17T00:00:00Z,11
Q1234774,Nikolai Reek,Estonian politician (1890-1942),Q6581097,male,1890-02-01T00:00:00Z,11,1942-05-08T00:00:00Z,11
Q16408504,Nikolai Talts,Estonian politician,Q6581097,male,1890-11-26T00:00:00Z,11,1949-01-26T00:00:00Z,11
Q2018155,Olari Taal,Estonian politician,Q6581097,male,1953-08-07T00:00:00Z,11,,
Q11797828,Olev Laanjärv,Estonian politician,Q6581097,male,1942-03-11T00:00:00Z,11,2007-02-28T00:00:00Z,11
Q1727216,Olev Olesk,Estonian politician (1921-2017),Q6581097,male,1921-03-04T00:00:00Z,11,2017-05-18T00:00:00Z,11
Q12371579,Oskar Kask,Estonian politician,Q6581097,male,1898-01-07T00:00:00Z,11,1942-04-13T00:00:00Z,11
Q2033805,Oskar Köster,Estonian politician,Q6581097,male,1890-12-20T00:00:00Z,11,1941-08-02T00:00:00Z,11
Q16407298,Oskar Lõvi,,Q6581097,male,1892-03-06T00:00:00Z,11,1977-08-24T00:00:00Z,11
Q16405639,Oskar Suursööt,Estonian politician,Q6581097,male,1893-05-30T00:00:00Z,11,1950-01-01T00:00:00Z,9
Q887019,Otto Strandman,Estonian politician (1875-1941),Q6581097,male,1875-11-30T00:00:00Z,11,1941-02-05T00:00:00Z,11
Q1375532,Otto Tief,Prime Minister of Estonia (1889-1976),Q6581097,male,1889-08-14T00:00:00Z,11,1976-03-05T00:00:00Z,11
Q17447029,Paavo Nõgene,,Q6581097,male,1980-03-13T00:00:00Z,11,,
Q909010,Paul Kogerman,Estonian chemist and university teacher (1891-1951),Q6581097,male,1891-12-05T00:00:00Z,11,1951-07-27T00:00:00Z,11
Q3743921,Paul Lill,Estonian military personnel and politician,Q6581097,male,1882-01-25T00:00:00Z,11,1942-03-13T00:00:00Z,11
Q449663,Paul Varul,Estonian lawyer and politician,Q6581097,male,1952-12-10T00:00:00Z,11,,
Q788525,Paul-Eerik Rummo,Estonian poet and politician,Q6581097,male,1942-01-19T00:00:00Z,11,,
Q2067037,Peep Aru,Estonian politician,Q6581097,male,1953-04-20T00:00:00Z,11,,
Q3741792,Peeter Kreitzberg,Estonian politician,Q6581097,male,1948-12-14T00:00:00Z,11,2011-11-03T00:00:00Z,11
Q12372191,Peeter Kurvits,Estonian military personnel,Q6581097,male,1891-11-07T00:00:00Z,11,1962-02-10T00:00:00Z,11
Q5965375,Peeter Luksep,Swedish politician,Q6581097,male,1955-01-29T00:00:00Z,11,2015-09-08T00:00:00Z,11
Q12372215,Peeter Olesk,"Estonian literary scholar, politician",Q6581097,male,1953-12-25T00:00:00Z,11,,
Q7160481,Peeter Põld,Estonian politician,Q6581097,male,1878-07-12T00:00:00Z,11,1930-09-01T00:00:00Z,11
Q103205431,Rain Epler,Estonian politician,Q6581097,male,1977-01-01T00:00:00Z,9,,
Q12373459,Raivo Aeg,Estonian politician,Q6581097,male,1962-07-04T00:00:00Z,11,,
Q16408011,Raivo Palmaru,Estonian politician,Q6581097,male,1951-11-27T00:00:00Z,11,,
Q2128607,Raivo Vare,Estonian politician,Q6581097,male,1958-05-11T00:00:00Z,11,,
Q12373563,Rannar Vassiljev,Estonian politician,Q6581097,male,1981-11-08T00:00:00Z,11,,
Q1512977,Raul Mälk,Estonian politician,Q6581097,male,1952-05-14T00:00:00Z,11,,
Q91813940,Raul Siem,Estonian politician,Q6581097,male,1973-06-05T00:00:00Z,11,,
Q998617,Rein Lang,Estonian politician,Q6581097,male,1957-07-04T00:00:00Z,11,,
Q18753005,Rein Loik,Estonian politician,Q6581097,male,1950-07-30T00:00:00Z,11,,
Q17447012,Rein Miller,Estonian politician,Q6581097,male,1938-08-02T00:00:00Z,11,2017-04-10T00:00:00Z,11
Q14542629,Rein Randver,Estonian politician,Q6581097,male,1956-06-24T00:00:00Z,11,,
Q62934345,Rene Kokk,Estonian politician,Q6581097,male,1980-03-04T00:00:00Z,11,,
Q12373845,Rene Tammist,Estonian politician,Q6581097,male,1978-07-05T00:00:00Z,11,,
Q16658473,Richard Veermaa,Estonian politician,Q6581097,male,1901-05-26T00:00:00Z,11,1942-02-19T00:00:00Z,11
Q52704406,Riina Sikkut,Estonian politician,Q6581072,female,1983-01-12T00:00:00Z,11,,
Q18753192,Riina Solman,Estonian politician,Q6581072,female,1972-06-23T00:00:00Z,11,,
Q1406293,Riivo Sinijärv,Estonian politician,Q6581097,male,1947-05-27T00:00:00Z,11,,
Q7346851,Robert Lepikson,Estonian politician and rally driver,Q6581097,male,1952-06-14T00:00:00Z,11,2006-07-01T00:00:00Z,11
Q24059521,Robert Närska,Estonian politician,Q6581097,male,1948-01-01T00:00:00Z,9,,
Q2285186,Signe Kivi,Estonian politician,Q6581072,female,1957-02-24T00:00:00Z,11,,
Q64850482,Signe Riisalo,Estonian politician,Q6581072,female,1968-10-08T00:00:00Z,11,,
Q156469,Siim Kallas,Estonian politician,Q6581097,male,1948-10-02T00:00:00Z,11,,
Q743341,Siim-Valmar Kiisler,Estonian politician,Q6581097,male,1965-11-06T00:00:00Z,11,,
Q272240,Siiri Oviir,Estonian politician,Q6581072,female,1947-11-03T00:00:00Z,11,,
Q2097451,Sven Mikser,Estonian politician,Q6581097,male,1973-11-08T00:00:00Z,11,,
Q11158997,Sven Sester,Estonian politician,Q6581097,male,1969-07-14T00:00:00Z,11,,
Q16403144,Taavi Aas,Estonian politician,Q6581097,male,1966-01-10T00:00:00Z,11,,
Q3785077,Taavi Rõivas,Estonian politician,Q6581097,male,1979-09-26T00:00:00Z,11,,
Q441874,Taavi Veskimägi,Estonian politician,Q6581097,male,1974-11-20T00:00:00Z,11,,
Q63383282,Tanel Kiik,Estonian politician,Q6581097,male,1989-01-23T00:00:00Z,11,,
Q12376368,Tarmo Loodus,Estonian politician,Q6581097,male,1958-01-01T00:00:00Z,9,,
Q12376376,Tarmo Tamm,Estonian politician,Q6581097,male,1953-12-03T00:00:00Z,11,,
Q612701,Theodor Pool,Estonian politician,Q6581097,male,1890-12-08T00:00:00Z,11,1942-08-25T00:00:00Z,11
Q15430172,Theodor Rouk,Estonian politician,Q6581097,male,1891-12-14T00:00:00Z,11,1940-07-21T00:00:00Z,11
Q24067756,Tiit Kubri,Estonian politician,Q6581097,male,1955-01-01T00:00:00Z,9,,
Q24060017,Tiit Nuudi,Estonian politician,Q6581097,male,1949-10-22T00:00:00Z,11,,
Q12376940,Tiit Tammsaar,Estonian politician,Q6581097,male,1951-11-07T00:00:00Z,11,,
